name_author_comment,name_hotel,rating,content_comments,stay_date,trip_category
Trang N,Sealand Homestay,5,"Chúng tôi đến với Sealand homestay vào một ngày đông, thời tiết khá lạnh, nhưng có lẽ cái không khí ấm áp, sự nhiệt tình của anh chị chủ nhà đã làm chúng tôi quên đi cái se se lạnh đó. Sealand không sang trọng như những khách sạn 5 sao nhưng đổi lại chúng tôi được tự do, thoải mái như ở chính ngôi nhà của mình. Ngôi nhà được thiết kế đơn giản, rất ấm cúng, chúng tôi được tổ chức 1 bữa làm đồ nướng rất ngon, hải sản tươi sống, bếp than ấm. Có lẽ đây là chuyến đi du lịch đáng nhớ nhất của tôi.,P/s: ở đây còn có dịch vụ cho thuê xe máy rất chất lượng nữa nhé", tháng 12 năm 2018,Đã du lịch với gia đình
Camper26520445227,Sealand Homestay,5,"Chủ nhà vui vẻ,nhiệt tình.tư vấn cho tụi mình những chỗ ăn ngon,điểm tham quan tại quảng bình.phòng sạch sẽ,thoáng mát.còn có cho thuê xe máy nữa,xe mới ,giá hợp lý .gần bãi biển chỉ cần đi bộ ra.đánh giá cao nơi lưu trú này", tháng 11 năm 2018,Đã du lịch với bạn bè
hoaithanh5042002,Sealand Homestay,5,"Quảng Bình là điểm đến thứ 3 của chúng tôi khi quyết định đi phượt một số địa danh nổi tiếng của Việt Nam. Được bạn bè giới thiệu và tìm hiểu trên mạng tôi được biết đến Sealand homestay. Lúc đầu quả thật còn do dự vì không biết review trên mạng có đúng không. Nhưng quả thật Sealand đã không làm tôi thất vọng. Rất sạch sẽ, thoải mái, thân thiên, nhiệt tình. Quả là không quá khi nói Sealand là nơi dừng chân tuyệt vời khi đến Quảng Bình.", tháng 10 năm 2018,Đã du lịch với bạn bè
Connector820355,Sealand Homestay,5,"Chúng tôi đến với Sealand homestay vào một ngày trời nắng. Có lẽ vì thế mà Sealand cũng hiện lên thật đẹp. Nằm bên bờ biển Bảo Ninh căn nhà hai tầng hướng mắt ra biển đón ánh nắng, gió, bình minh. Hơn nữa điều thu hút giá đình tôi hơn cả đó là sự nhiệt tình, tận tụy, luôn tâm huyết với nghề của anh chị chủ nhà- Tùng Thu. Thật vui khi có được chuyến du lịch tuyệt vời tại Sealand homestay. Cảm ơn 2 anh chị chủ nhà rất nhiều", tháng 9 năm 2018,Đã du lịch với gia đình
Higland_Holiday,Bamboo's House,5,"Vô tình phát hiện ra nơi này khi đang tìm một chỗ nghỉ gần biển.,Chủ nhà thân thiện và biết nhiều về các hoạt động vui chơi tại Quảng Bình. Địa điểm thuận tiện để đi bộ ra tắm biển, ngắm mặt trời mọc và hoàng hôn. Không gian dễ chịu, có nhiều chỗ để thư giãn và đặc biệt là sân thương bày trí dễ thương, là chỗ ăn sáng và ngắm biển Nhật Lệ. Mực, chép chép xào và bánh lọc nhân tôm thịt là món ngon không thể bỏ qua khi ở lại Đồng Hới. Với sự chỉ dẫn của anh chủ nhà, nhà mình đã mua ít bánh lọc chưa hấp và mực một nắng mang về làm quà. Rất ngon và giá cả vừa.,Chắc chắn mình sẽ ghé lại nếu có cơ hội quay lại Đồng Hới ", tháng 1 năm 2019,Đã du lịch một mình
Huongtgm,Bamboo's House,4,"Gia đình mình book phòng tháng 10 tại đây. Cảm giác rất ấm cúng khi vào không gian này. Cách bài trí khá đẹp mắt, độc đáo. Nhân viên thân thiện, nhiệt tình, đặc biệt anh chị chủ rất vui vẻ, tận tâm chỉ cho chỗ ăn chơi ngon, đẹp. Phòng ốc gọn gàng, sạch sẽ, nệm ngủ quá tuyệt vời, cảm giác rất thư thái. Giá cả khá cạnh tranh. Sẽ quay lại nữa khi có dịp", tháng 10 năm 2018,
ngannguyen128,Bamboo's House,5,"Chỗ nghỉ sạch sẽ, view hướng thẳng ra biển. Vị trí lại khá gần trung tâm nhưng không khí trong lành dễ chịu, không bị quá ồn ào. Anh chị chủ dễ thương nhiệt tình. Bước chân ra khách sạn là có đủ thứ ăn, rooftop hướng ra biển sống ảo tốt, đạp xe (free của ks) dọc biển cực kì enjoy ạ!!! Highly recommend cho những bạn muốn đến Đồng Hới chơi ạ. <3 <3 <3", tháng 10 năm 2018,
Cherry Dang,Bamboo's House,5,"Phòng sạch sẽ, bố trí hợp lý. Địa điểm ở vùng trung tâm nên rất tiện lợi để đi chơi biển và ăn hải sản tại thành phố Đồng Hới. Chủ homestay thân thiện và rất am hiểu về du lịch, đặc biệt là Phong Nha - địa điểm du lịch mà ai đến Quảng Bình cũng nên tới một lần.", tháng 10 năm 2018,
Mic N,Bamboo's House,5,, tháng 11 năm 2018,
Kỷ N,Gold Coast Hotel Resort & Spa,4,"khách sạn về cơ bản là sạch sẽ, khuôn viên đẹp, nhân viên nhiệt tình. món ăn thì hơi nhạt nên không hợp với đoàn của mình.Trong phòng không có bàn ủi mình phải yêu cầu nhân viên mới mang lên. nhưng bù lại các em nhân viên rất dễ thương, thật thà và nhiệt tình. chắc chắn đến quảng bình chúng tôi sẽ quay lại đây ở.", tháng 10 năm 2018,
hung N,Gold Coast Hotel Resort & Spa,4,"Tôi có 2 đêm với 3 phòng tại GC, khách sạn đẹp, sạch sẽ, nhà hàng trên đỉnh có ocean view rất đẹp, thức ăn ok khi tôi có 2 bữa tối tại đây điểm trừ duy nhất là không thấy nhân viên mở cửa tại sảnh sau khi check out. Khi nào có cơ hội tôi có thể lại lựa chọn GC", tháng 7 năm 2018,
hong2109,Gold Coast Hotel Resort & Spa,5,"Ks 5 sao nhưng giá rất hợp lý, bể bơi to rộng nước ko có mùi clo, bãi biển rộng đẹp và sạch. Ks mới xây đồ vẫn còn rất mới, nv phục vụ tốt duy chỉ có 1 nhược điểm là ks mới xây hệ thống cây xanh bên hồ ko có nên hồ bị nắng, ngày nắng phải muộn mới bơi được. Ăn sáng chưa phong phú nhưng vẫn ưng ý vì giá khá thấp. Sẽ vẫn ở đây nếu quay lại Quảng bình", tháng 7 năm 2018,
Mạnh Phước T,Gold Coast Hotel Resort & Spa,5,"Giá phòng tốt nhân viên phục vụ rất nhiệt tình. Khách sạn 5 sao nhưng giá cả ăn uống lại rất hợp lý, thuường rất đông vào cuối tuần và rất gần biển nên bạn có thể ra biển chơi cùng bạn bè của mình và thưởng thức đồ biển.", tháng 9 năm 2017,
Cheryl_phan,Gold Coast Hotel Resort & Spa,4,"Khách sạn resort 5 sao nhưng tôi chỉ có thể đánh giá 4 sao,1. Cơ sở vật chất:,- khách sạn mới xây, khu villa còn chưa xong, phòng rộng nhưng k có bồn tắm. Gu thẩm mỹ k thể nói là 5 sao vì câc chi tiết trong phòng k đẹp, nội thất cũng k phải hạng sang. 5 sao chắc do đủ các hạng mục chức năng,- bể bơi k quá to, có bể vầy cho trẻ,- rất ít cây, mới trồng 1 ít, khuôn viên k đẹp, đường ra biển lại lát bê tông???,- buffet sáng k phong phú, chất lượng cũng chưa được gọi là ngon. Có một số món thấy ăn quán ngoài đường còn ngon hơn. Nước hoa quả đóng chai k phải nước ép từ quả tươi ,- chúng tôi ăn 1 bữa tối theo package tour. Đồ ăn được, đầy đặn,2. Dịch vụ:,- nhân viên thân thiện, ấm áp,- menu nhà hàng rất hợp lý, phù hợp với gia đình có trẻ nhỏ, rất linh hoạt khi gọi món có thể thêm bớt thành phần hoặc chế biến khác menu theo yêu cầu khách hàng. Giá  cả cũng rất phải chăng", tháng 7 năm 2017,Đã du lịch với gia đình
Trinhquynh,Sun Spa Resort Quảng Bình Việt Nam,5,"Ngày 29/12/2018 Gia đình tôi đã có chuyến du lịch đến Quảng Bình . Chúng tôi đã lựa chọn SUN SPA RESORT làm nơi nghỉ . Resort rất đẹp , thái độ nhân viên phục vụ tốt , nhiệt tình , chu đáo . ,Nếu có cơ hội quay lại Quảng Bình lần nữa tôi nhất định vẫn sẽ lựa chọn SUN SPA làm nơi nghỉ dưỡng .", tháng 12 năm 2018,
Ninh_DaoHa,Sun Spa Resort Quảng Bình Việt Nam,5,"Đây là nột khu nghỉ dưỡng đẹp, bãi biển sạch, sóng hơi lớn và bãi hơi dốc so với bãi biển ở Huế hay Đà Nẵng nhưng tắm ở đây thật tuyệt. Phòng ở đẹp, sạch, các bạn phục vụ rất nhẹ nhàng và duyên dáng, mọi thứ đều thật hoàn hảo, giá cả phù hợp. Nói chung đây là điểm yêu thích của mình.", tháng 2 năm 2018,
Thanh N,Sun Spa Resort Quảng Bình Việt Nam,5,Mình đến với sunspa resort khi đi du lịch cùng đồng nghiệp. Tất cả mọi thứ cũng tạm ổn. Riêng bạn hiền clinic chăm sóc khách rất nhiệt tình và chu đáo nên plus thêm 1 sao nhé. Chúc sunspa luôn vững mạnh, tháng 11 năm 2018,Đã du lịch với bạn bè
sunnyha84,Sun Spa Resort Quảng Bình Việt Nam,5,"Điểm ưng ý nhất khi mình nghỉ tại đây có lẽ là cảnh quan. Vị trí đẹp nên biển vì thế càng đẹp hơn, nhất là khi nắng to. Biển xanh, cát vàng, hàng dừa xanh tít tắp và những bãi cỏ cực rộng và mát mắt nơi đây đem lại cảm giác thư giãn hoàn hảo. Bể bơi cũng rất đẹp và sạch. Nhân viên thân thiện, phòng ốc sạch sẽ.", tháng 10 năm 2018,
Langbam,Sun Spa Resort Quảng Bình Việt Nam,4,"Khách sạn nằm ở vị trí khá đẹp, không gian trong lành, thoáng đãng. Hồ bơi khá đẹp và hài hòa với không gian của reort. Ăn sáng ngon, các món ăn đa dạng và hấp dẫn.,Resort có 2 khu: khu 4 sao và 5 sao, khu 4 sao kiến trúc xấu, phòng ốc không có gì đặc biệt.", tháng 10 năm 2017,Đã du lịch khi công tác
Alise Tran,Bao Ninh Beach Resort,5,"Tôi đến đây vào một ngày xuân đầy nắng. Bãi biển riêng sạch và đẹp. Resort có một không gian yên bình,xanh mát. Nhân viên thân thiện, nhiệt tình và rất chu đáo. Đặc biệt, hải sản ở đây được chế biến rất ngon. Nhất định sẽ quay lại.", tháng 2 năm 2019,Đã du lịch theo đôi
Dũng tuấn,Bao Ninh Beach Resort,5,"Nghỉ duong 3 ngày 2 đêm cùng gia đình mình, được đón tiếp rất chu đáo, có trà gừng làm nước welcome, đồ uống ở quán czphe quad ngon, phòng setup hoa giấy, mẹt trái cây tươi, nhân viên niềm nở nhiệt tình, hồ bơi rộng và sạch có nhiêu chỗ check in", tháng 1 năm 2019,Đã du lịch với gia đình
Bình ceo,Bao Ninh Beach Resort,5,"Một sự trải nghiệm tuyệt vời. Không gian đẹp, nghỉ ngơi yên tĩnh. ,Hãy đến với bảo ninh bạn sẽ tận hưởng được một kỳ nghĩ dưỡng tuyệt vời.,Hàng dừa, bể bơi, bãi biển, căn phòng đều theo phong cách nghỉ dưỡng bậc nhất. Cùng bạn bè công ty đối tác đến đây để hưởng các gói chăm sóc đặt biệt", tháng 1 năm 2019,Đã du lịch với bạn bè
Thảo Nguyên,Bao Ninh Beach Resort,5,"Bungalow Ocean View gần bãi biển, giường rộng, phòng tiện nghi. Gia đình mình ở 2 đêm tại đây và thấy rất hài lòng với kỳ nghỉ. Khuôn viên rộng rãi có sân chơi trẻ em nên bọn trẻ rất thích. Bể bơi lớn, có bể bơi cho trẻ. Ăn sáng phong phú và ngon. Nhân viên nhiệt tình. Quầy bar bên bể bơi thiết kế lạ mắt, đồ uống ngon. Mình sẽ quay lại nếu đến Quảng Bình lần tới.", tháng 2 năm 2019,Đã du lịch với gia đình
Trâm Nguyễn,Khách sạn Mường Thanh Holiday Quảng Bình,5,"Tôi đã có chuyến công tác taih quảng bình 2 ngày và ở tại khách sạn mường thanh quảng bình.Khách sạn gần biển có hồ bơi đẹp, nhân viên rất thân thiện hướng dẫn rất nhiệt tình cho tôi các quán ăn ngon tại quảng bình.,Sẽ ghé thăm lại nếu có dịp công tác tại quảng bình", tháng 3 năm 2019,Đã du lịch một mình
